logFC	AveExpr	t	P.Value	adj.P.Val	B
PLSCR1	1.8733011538777	7.00626757930375	8.78890024854939	6.36168410040261e-10	4.59823355661022e-08	12.711629592621
P2RY8	-1.46354973692659	8.88160970681614	-8.75442713969666	6.94606631407991e-10	4.94016703555876e-08	12.624938382319
SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A	-1.50504367561111	11.504546908713	-8.74976744030579	7.02915408830941e-10	4.96478109559205e-08	12.6132080605377
EMILIN2	1.01649511368188	5.95039232162478	8.74917614700862	7.03976976441992e-10	4.96478109559205e-08	12.6117193293757
ENTPD7	1.4713424484795	5.52745667898192	8.74872966080152	7.04779650793825e-10	4.96478109559205e-08	12.6105951555157
DACH1	2.73521920322363	5.04653236026457	8.73231345520539	7.34949440804421e-10	5.14464608563095e-08	12.56924330783
PDCL3P4///PDCL3	-1.0772868924451	6.88720469663801	-8.72977864072428	7.39723993818425e-10	5.16178472416064e-08	12.5628549505889
MARCKSL1	-1.8851010013135	8.43382639319709	-8.7283965963987	7.42340514599368e-10	5.16245203937104e-08	12.5593714923566
CA4	2.16794316079762	7.4165355787381	8.72727411038152	7.44472578908848e-10	5.16245203937104e-08	12.556542063745
RPL12	-1.24854472905556	12.1142264380926	-8.7187609655593	7.60847211470612e-10	5.22699678716188e-08	12.5350776025883
TP53I3	1.73422671771032	6.65741121914153	8.71722930368882	7.63832056911037e-10	5.22869271001589e-08	12.531214735674
MRPS6	-1.1671780767619	8.40725914785317	-8.71501768846202	7.68163056991969e-10	5.22869271001589e-08	12.5256364602584
PCSK7	-1.1038147701922	6.98971680136847	-8.71184826084112	7.74413446169645e-10	5.23909584466598e-08	12.5176411782072
ANKRD9	1.09548108516997	6.02714975547002	8.70378622263207	7.90547330092304e-10	5.31583189537825e-08	12.4972975534419
RSAD1	-1.08349432896958	6.96954477736332	-8.6993412571443	7.99588865562084e-10	5.34554544622182e-08	12.4860774426076
FCER1G	1.35355625886111	11.4763402782037	8.69808891699231	8.0215525246733e-10	5.34554544622182e-08	12.4829157677953
GPR183	-1.91567631421324	8.08039560339717	-8.69107228829758	8.16690438902575e-10	5.40965995201437e-08	12.4651975782357
SLC2A3	1.73154098902777	8.98342570734259	8.68073424882154	8.38597092849866e-10	5.53823496736266e-08	12.4390801579043
STAT4	-1.63349018110714	8.02979910633333	-8.66520205258862	8.72642718340392e-10	5.74597683085261e-08	12.3998134416559
ZAK	1.13287724993651	5.56095222945899	8.65907715136925	8.86452692996353e-10	5.80247352731241e-08	12.3843202350375
B4GALT5	1.47670704960119	8.47780079851587	8.6563625678653	8.92644418233553e-10	5.80603354483633e-08	12.3774519614836
HLA-DRB1	-1.97483027322619	10.8709184873413	-8.65424735408743	8.97499592921265e-10	5.8062728766539e-08	12.372099489055
UNG	-1.2016270095982	5.33636763569313	-8.64702125238217	9.1429017806353e-10	5.8806084206463e-08	12.3538095564388
TTC3P1///TTC3	-1.2639659867004	6.6677820404709	-8.63097999399048	9.52717959904536e-10	6.09245289057108e-08	12.3131825447844
CNNM3	-1.2943630204935	7.42351798034343	-8.62729131763545	9.61784924048716e-10	6.12261356757012e-08	12.3038354996644
ECI2	-1.53993780861266	6.51137873394746	-8.62305865211102	9.72297523367228e-10	6.16436629814823e-08	12.2931077425064
SDR39U1	-1.00141891241138	8.06365315904938	-8.59146481758187	1.05456061688712e-09	6.64792616156966e-08	12.2129566972268
TRAF5	-1.14769332894787	4.58470370888444	-8.58659879802843	1.06784721690029e-09	6.71261465807862e-08	12.2006000947221
CD63	1.32268460601852	11.2286453964506	8.57657328845606	1.09576242048698e-09	6.85672247789125e-08	12.1751316591282
MIR4680///PDCD4	-1.27200348851323	7.696885869403	-8.57319674821095	1.10533069158832e-09	6.88968765346767e-08	12.166550990176
BLOC1S1	1.17522823460443	9.48077958676371	8.5627983901603	1.13533558835249e-09	7.05688983348511e-08	12.1401164650725
KIAA0355	-1.06227075240939	6.00519932587346	-8.54561531299891	1.18675000986972e-09	7.27458086160474e-08	12.0964022478269
SKAP1	-1.48603045909148	7.32223287976072	-8.53875411581368	1.20793732438308e-09	7.34359704878369e-08	12.0789361503645
ETS1	-1.0828207018115	7.01436988982275	-8.52747066926862	1.24362263305978e-09	7.46298041065588e-08	12.0501989540074
RNASE3	2.16668819371032	6.21960038645503	8.52709051586836	1.24484345733832e-09	7.46298041065588e-08	12.0492304660627
CDK4	-1.07318865733333	7.31506966638095	-8.52660215764296	1.24641356345528e-09	7.46298041065588e-08	12.047986284604
SIGLEC9	1.08486566451391	7.01130179674195	8.5261857857765	1.24775382260177e-09	7.46298041065588e-08	12.0469254763629
CD59	1.39410300193206	6.74187329120402	8.52012428486326	1.26743239811478e-09	7.56030239628142e-08	12.0314797144282
TRIB2	-1.41131407356105	6.22935171216107	-8.51009949837808	1.30067467812246e-09	7.73779386261057e-08	12.0059240564044
PSTPIP2	1.84512511155744	7.89069054537837	8.49424521268332	1.35507231403854e-09	7.93346797144679e-08	11.9654802276215
FHIT	-1.41150999483399	5.69626907658377	-8.4929211554754	1.35971892408715e-09	7.93346797144679e-08	11.9621010811976
SETSIP///SET	-1.02848488855311	8.98350621334341	-8.4809852743277	1.40234652844725e-09	8.10837237902951e-08	11.9316288084354
ADGRE1	1.4366290833222	8.02316664034075	8.48076074533182	1.40316133102629e-09	8.10837237902951e-08	11.9310554049132
IL7R	-2.33815305911111	10.2622842186296	-8.47099146363347	1.43908475164136e-09	8.29236170446212e-08	11.9061000638461
RHOU	1.1053880411247	5.52917538978592	8.4688406660005	1.44711872986196e-09	8.29756191618525e-08	11.9006042112964
SNORD42A///RPL23A	-1.1729930887963	13.9575995479012	-8.46032677245086	1.47937233352795e-09	8.45394631873359e-08	11.8788429480182
SLC38A1	-1.23373776565079	7.02756310843386	-8.4460230673674	1.53521855250474e-09	8.66832052928251e-08	11.8422614337958
MAP4K1	-1.11804207530092	6.97590781583356	-8.4301410439867	1.59974968800754e-09	8.94167394883811e-08	11.8016116082974
LDLRAP1	-1.51373287482143	8.52200807455556	-8.4283107473502	1.60736200718954e-09	8.96164897978288e-08	11.7969248411074
NABP1	1.61254271237556	7.52854866296752	8.42169026786221	1.63520660999403e-09	9.09404377838786e-08	11.7799683410909
TMEM167A	1.09288928477778	8.62200346534259	8.41523844167488	1.66281490124293e-09	9.22446566464517e-08	11.7634382182413
NDST2	1.00379539505898	6.47903197581782	8.40537053188508	1.70596308633695e-09	9.42545086181273e-08	11.7381451515641
RPL3	-1.39307905868651	10.6917106804101	-8.39488017434083	1.75308545692347e-09	9.6289520517653e-08	11.7112425373624
IMP3	-1.1407032632705	7.62337259691579	-8.39081955946278	1.77167980377517e-09	9.70705551747434e-08	11.7008251531989
OPLAH	2.04070499827513	5.17900239890388	8.38867677282947	1.78157292397085e-09	9.73721753273724e-08	11.6953270218415
RPL19	-1.22818095294444	12.5440792427963	-8.38370230571174	1.80475735052548e-09	9.81557980592167e-08	11.682560804853
MMP8	5.92673007810979	5.90718684424824	8.38064947465781	1.81913763722072e-09	9.86960004154711e-08	11.6747245595828
SNHG1///SNORD22///SNORD25///SNORD26///SNORD27///SNORD28///SNORD30///SNORD31///SNORD29	-1.37890322365789	7.68247105689242	-8.37755081423687	1.8338532198031e-09	9.92517145059288e-08	11.6667694190403
MEF2A	1.35931002566667	5.99904315342063	8.36719197591084	1.88393391945432e-09	1.01430423795171e-07	11.6401661541778
LRG1	1.43988351544174	8.72054324798328	8.35980967010499	1.92047287938944e-09	1.02935490805922e-07	11.6211985064535
KRT23	-1.55845098485053	8.171737101653	-8.35758779581374	1.93161087498966e-09	1.03283000761495e-07	11.6154883530527
IL10RA	-1.29777839088096	9.16688619020635	-8.35207493998981	1.95953128706723e-09	1.04524036682745e-07	11.6013176656417
ITK	-2.43701613287169	8.38919320157055	-8.34613670801546	1.99006636105729e-09	1.05056455033416e-07	11.586049084993
CAMK4	-1.46656926054431	5.46411664618827	-8.34537768621195	1.99400412880376e-09	1.05056455033416e-07	11.5840971285461
LIN7A	1.83115416433201	5.61418096620723	8.34536150925734	1.99408814039217e-09	1.05056455033416e-07	11.5840555258723
ZNF266	-1.35531614944048	8.15120446830423	-8.34462457792041	1.99791906372697e-09	1.05056455033416e-07	11.5821603048705
MTHFD2	1.07482394476389	6.24572971614153	8.34047454088591	2.0196334020012e-09	1.05947199031694e-07	11.5714860138561
LOC100996696///PABPC4	-1.26007279655754	7.9417330486336	-8.33451470354167	2.0512385658986e-09	1.07098785358329e-07	11.5561527854778
NUDT4P1///NUDT4P2///NUDT4	1.56584357881899	7.6323520847556	8.32954194114768	2.07799463288382e-09	1.07987589938389e-07	11.5433554936976
PCMT1	1.30805932359921	8.24645795354894	8.32732716394644	2.09002548273958e-09	1.08359031453251e-07	11.5376547696788
EIF3L	-1.38254448772222	10.9168948226481	-8.31056330618163	2.18342019616078e-09	1.11893981877154e-07	11.4944845838576
DRAM1	1.46977084233995	7.29506623446649	8.3031617982461	2.2259980482703e-09	1.13813126016401e-07	11.4754125436478
DYRK2	-1.40655477117765	6.83795881195177	-8.30074843852411	2.24006322179825e-09	1.14268972164835e-07	11.4691923012851
BPGM	2.40861425540939	6.4206566423858	8.29877239891582	2.25164706645206e-09	1.14596441294888e-07	11.4640986489458
LOC102724387	1.80625355551786	4.01017102177778	8.29629469155282	2.26625803777125e-09	1.15076123245181e-07	11.4577111216921
C12orf57	-1.63998320395431	8.82651087237105	-8.2945117292225	2.27683184340573e-09	1.15349083573454e-07	11.4531141494658
RPL10A	-1.58289245740741	11.9515713595494	-8.2822325671028	2.35103108240151e-09	1.18836855850773e-07	11.4214437671088
SMPDL3A	1.77847026216799	4.7780738282769	8.27297264127369	2.40861164078567e-09	1.20648063903011e-07	11.3975475588266
ZDHHC20	1.7312999239504	6.28262215166005	8.27046190264322	2.42447019642972e-09	1.20896614963541e-07	11.391066405402
NDUFB3	1.4573443825104	7.80103598299848	8.26901990070689	2.43362634303694e-09	1.21081095408049e-07	11.3873436882723
LINC01215	-2.03296694196457	5.83923119980577	-8.26086402423342	2.48608001769396e-09	1.2341412884257e-07	11.3662831170608
DIRC2	1.17034283452447	5.87054471166093	8.25658949598221	2.51402969858449e-09	1.24245699357661e-07	11.3552417209875
TIGD3	-1.1986386659098	6.92563141813034	-8.25127691805187	2.54921342173481e-09	1.25682184608262e-07	11.3415156533544
IL1R2	3.31717725727381	9.83242712292857	8.25049652211908	2.55442385120892e-09	1.25682184608262e-07	11.3394990405165
STAG3L2///STAG3L3///TRIM73	-1.19501274969973	7.19871841661728	-8.24918858905984	2.56318079764206e-09	1.25834030751498e-07	11.3361190467167
SNORD24///SNORD36A///SNORD36B///RPL7A	-1.19390404318519	12.0806696757346	-8.23960631884739	2.62827621509025e-09	1.28179009259017e-07	11.3113495077709
FCAR	1.60599657357951	5.89814386553643	8.22636122456495	2.72103714738588e-09	1.31833655677932e-07	11.277092143409
APOLD1///DDX47	-1.34170808653042	7.17589611258113	-8.22417172561325	2.73668926074384e-09	1.3201035622777e-07	11.2714269854268
GPR18	-2.57268179546597	7.17747963088604	-8.22235157960543	2.74977075587999e-09	1.32072322668781e-07	11.2667170254234
SBK1	-1.02092547948535	7.17321159457753	-8.2137564090921	2.81241054830541e-09	1.34209441004079e-07	11.2444696414041
LMO2	1.06118773114337	7.20660918712665	8.21016339737125	2.83902459992417e-09	1.34611016821191e-07	11.2351667969178
TAGAP	-1.1084605981526	8.17844104864358	-8.20123861733462	2.90624734568893e-09	1.37211975746463e-07	11.2120519637414
NLRC4	1.51913807437288	5.91184529600888	8.19063700813723	2.98821074937854e-09	1.40782158235053e-07	11.1845807975866
LOC93622	-1.37062592770635	6.15816616016931	-8.18734604287377	3.01412978099901e-09	1.41402832643484e-07	11.1760502032077
MIR1182///FAM89A	1.69264733102408	6.68954873452291	8.17693602404538	3.09763463665217e-09	1.44708447552235e-07	11.1490569060246
BANF1	-1.0358638232381	9.17741997392064	-8.17445162766236	3.11790930180450e-09	1.45044879260046e-07	11.1426127674826
FAM105A	1.17989997581217	6.09280009768871	8.17062959453812	3.14936435528216e-09	1.4602611642904e-07	11.1326974500094
RHOT1	1.0935261815463	7.43909515456966	8.17029135288307	3.15216357681435e-09	1.4602611642904e-07	11.1318198750148
DDIAS	1.36819000594511	5.84152357652072	8.16284827870753	3.21440642489385e-09	1.47982735619076e-07	11.1125049261888
PTPRCAP	-1.55079564048611	8.66305003506217	-8.16009883662272	3.23771398086973e-09	1.48747149555899e-07	11.1053682525445
SORT1	1.48100040479299	5.77650088799515	8.15552000612803	3.27691223201145e-09	1.49927180264606e-07	11.0934809069739
TSPOAP1-AS1	-1.04927867933547	7.10826108753714	-8.15111834321362	3.31504935185516e-09	1.51275472838956e-07	11.0820509676667
LOC102724611	-1.32510237792562	5.65619709040707	-8.14799895045786	3.34234992205418e-09	1.51981034365538e-07	11.0739492288886
DNMT1	-1.42424474347222	7.55912979127513	-8.13340100889491	3.47318424633756e-09	1.57607276945257e-07	11.0360185631377
NPM1	-1.06741852203836	8.93287499822134	-8.12798202392042	3.52306894240324e-09	1.59086369095906e-07	11.0219311285537
XK	2.95657565658135	6.10235857323148	8.11305208763809	3.66431453335379e-09	1.63933748982098e-07	10.9830990891341
CXXC5	-1.36207546116768	7.64208645643352	-8.09375396866407	3.85546823306095e-09	1.71105680183245e-07	10.9328632618841
CABIN1	-1.02186691791799	8.01235892431834	-8.09266510016707	3.8665516204978e-09	1.7125505081606e-07	10.9300273564091
OXNAD1	-1.36026795660185	6.74885859832716	-8.08599634611964	3.93514290069726e-09	1.73600041682847e-07	10.9126555991524
LY96	2.20125262623413	8.41577089073281	8.06475741732521	4.16196358777935e-09	1.81441988237375e-07	10.8572914276692
KLF5	1.18401282470701	4.89744917680247	8.05827116042453	4.23385306379698e-09	1.83136841102641e-07	10.8403720291791
SIGIRR	-1.04565778872222	7.76170274773148	-8.05219453727283	4.30234910232514e-09	1.85376944816689e-07	10.8245162970279
KDM2B	-1.31782342180754	7.01773530382804	-8.04922475318514	4.33623396421308e-09	1.86114181171931e-07	10.8167655293984
GBAP1	1.20888831444986	7.51164697289202	8.03900314732143	4.45495178326768e-09	1.90472793970539e-07	10.7900798307512
CD163	2.09676351550198	6.18465604578704	8.03718591421232	4.47640172262953e-09	1.91021835048364e-07	10.7853341625177
GIMAP1-GIMAP5///GIMAP5	-1.47017295971428	8.17253223669048	-8.03411328234475	4.51290934632953e-09	1.92016135431041e-07	10.7773090908552
CD55	1.46523715752778	10.0705509284537	8.03304592891527	4.52566195720750e-09	1.92016135431041e-07	10.7745211063435
IL18RAP	1.79689538930952	9.94976464418254	8.02971034287537	4.56575205768145e-09	1.9310961294971e-07	10.7658074439503
MAPK14	1.56960738263858	7.47021500242348	8.02599977897825	4.61077388504217e-09	1.94511544694079e-07	10.7561125550884
MKNK1	1.23870457714815	7.8364158477425	8.02093050471837	4.67301287134308e-09	1.96763103633971e-07	10.742864831122
TXK	-2.16820488707113	5.45577554987149	-8.01815924614126	4.70739835162282e-09	1.976736522327e-07	10.7356212198978
RPL8	-1.14396066247222	11.8451448227593	-8.01775350192062	4.71245435020722e-09	1.976736522327e-07	10.7345605899674
MAD1L1	-1.47715588366667	6.64482581670635	-8.01433343890955	4.75529216654179e-09	1.98719271517067e-07	10.7256195937049
POMP	1.04989992174321	6.56890286169284	8.00599961239287	4.86134430698598e-09	2.02650228790084e-07	10.7038264496075
LOC101928429	1.4418560416281	6.98378145837492	8.0048039232761	4.87675629445269e-09	2.02650228790084e-07	10.7006989745123
HLA-DMA	-1.83825888605953	8.88301884700794	-7.99825562841779	4.96204764004037e-09	2.05809041369151e-07	10.6835678797013
ZNF286B///ZNF286A	-1.00607270501877	6.42233822728632	-7.99752383465284	4.97167306483837e-09	2.05823554680529e-07	10.6816530859954
SLC22A4	1.3821768473955	8.15691357543474	7.98387831363009	5.15467738094453e-09	2.10648786525155e-07	10.6459361581633
PLEKHA1	-1.7328555365638	6.80729160685999	-7.97822462786609	5.23249580439434e-09	2.13435812315277e-07	10.6311308433957
BTBD11	-1.00555913743218	4.65395945022463	-7.95445652827506	5.57294541258332e-09	2.25478589419046e-07	10.5688452506719
CHPT1	1.51236815204942	7.06400374196705	7.94725112666538	5.68054361470174e-09	2.28768172069386e-07	10.549949075346
IFT20	1.14714622927671	7.57677728404569	7.93540075022384	5.86212345920200e-09	2.35226979312283e-07	10.518857280149
TNFAIP6	1.82360545007407	8.74082567422839	7.93307210613036	5.89849317326556e-09	2.35833447774347e-07	10.5127455546891
RPS6KA5	-1.21273742439803	5.94529939071906	-7.92945175771748	5.95549377385726e-09	2.37321330915991e-07	10.5032422921962
CISD2	1.05044522398214	5.01291079172619	7.91869123141462	6.12824369550421e-09	2.43266060113128e-07	10.4749866806621
LRRN3	-2.69280621751389	6.26344241232275	-7.90810825839103	6.30311752727429e-09	2.49315825187552e-07	10.4471831835583
ATP8B2	-1.12598686697431	6.40156239021303	-7.90547866170417	6.34735126829691e-09	2.50526923680624e-07	10.4402725608349
SIPA1L2	1.28716921060354	5.81728063762939	7.90428075928128	6.36760635222497e-09	2.50526923680624e-07	10.4371241678761
GNS	1.00330180672673	7.99277243912662	7.89881928931456	6.46078986305689e-09	2.53294924136453e-07	10.4227677650728
LIME1	-1.25399807922764	8.22735563340176	-7.89521958912423	6.52296530456618e-09	2.55012675154292e-07	10.4133033084097
G0S2	1.66322702562831	6.04183525857319	7.89495329337072	6.5275889809661e-09	2.55012675154292e-07	10.412603090255
MAP3K14	-1.00571814920543	6.14810798528775	-7.89145746257884	6.58859697356915e-09	2.56943702712653e-07	10.4034100701026
C6orf48	-1.19200057431349	9.04765234615344	-7.89044542574602	6.60636672088501e-09	2.57184697432348e-07	10.400748423065
FAM20A	2.05741741688711	4.15894398013875	7.88807700067833	6.64814328233083e-09	2.58357792355379e-07	10.3945189899851
PTMA	-1.10737817644048	10.2175004584365	-7.886606642323	6.67421399470289e-09	2.58664835229415e-07	10.3906513014165
GATA3	-1.41518637821597	5.64789946964626	-7.88631722525136	6.67935784526609e-09	2.58664835229415e-07	10.3898899756694
CLU	1.23190237122156	5.76320057588668	7.87370002772692	6.9075701279828e-09	2.66373530054208e-07	10.3566897008655
CD160	-1.77284980916539	6.84543918309836	-7.87332748008049	6.91442781934311e-09	2.66373530054208e-07	10.3557090967186
LTB4R	1.08564687347421	7.09324161594577	7.86262233213171	7.11447044373436e-09	2.72659929441218e-07	10.3275241035884
BMX	2.66994831190727	5.61391812378801	7.85839869243279	7.19500651636391e-09	2.75271025169164e-07	10.3164000077841
SIT1	-1.16777100752513	7.80212629130511	-7.84237515222319	7.50906884418785e-09	2.86299377409843e-07	10.2741776121909
ZDHHC19	2.42193028278373	6.05320291819974	7.83835199237393	7.59009040458806e-09	2.88397441914057e-07	10.2635715097343
SH2D2A	-1.05814083829101	6.67409245876808	-7.83672156793866	7.62317785396088e-09	2.89159515520328e-07	10.2592727151683
CDKN2C	1.13484977070959	5.89960403105002	7.82079170385258	7.95427683535915e-09	2.99669614561323e-07	10.2172546177241
GLRX	1.12730020602778	9.5769757122037	7.81790389486018	8.01584772635749e-09	3.01477391606564e-07	10.2096341162866
SCML4	-1.08056254770833	5.75384037498016	-7.81227091477608	8.13734693289073e-09	3.05529151338148e-07	10.1947665617406
CLIC2	1.81522347619543	4.79819048715146	7.7944601572324	8.53397803451709e-09	3.18802984151404e-07	10.1477316254846
SCPEP1	1.00277792534061	6.3578735589052	7.79316171522952	8.56365109983035e-09	3.19373811605438e-07	10.1443011571413
FOXN2	1.06836039192328	6.50505161065432	7.78724614994561	8.70017211887842e-09	3.23378256813923e-07	10.1286696903824
CREG1	1.06800830714683	8.94676781498545	7.77526832764546	8.98341711526395e-09	3.32136273212704e-07	10.0970060225368
PI4KAP1///PI4KAP2///PI4KA	-1.06826690231547	8.03849385245635	-7.7636689185204	9.26665269971236e-09	3.41006672316115e-07	10.0663259965691
SNORD18C///SNORD18B///SNORD18A///SNORD16///RPL4	-1.23920076725	11.4032028491111	-7.75680581880493	9.43849585536833e-09	3.46182186827476e-07	10.0481656159783
HLA-DRA	-2.10121734613491	10.6969700372328	-7.75363242586208	9.51904563226463e-09	3.47986198649015e-07	10.0397665928165
SAMSN1	2.80341609720381	6.53512644395408	7.74516164534941	9.73749858975332e-09	3.5480310953469e-07	10.0173409677892
CD79A	-1.81965432237698	8.08976075163624	-7.74146813885701	9.83433983784823e-09	3.57744263937463e-07	10.0075600132237
AZI2	1.30725946470503	5.65801300829982	7.73224541748581	1.00804513884942e-08	3.64308169887111e-07	9.9831296454315
ISG20	-1.3651953138287	9.69522609859876	-7.72955259224123	1.01534848499179e-08	3.65756215616361e-07	9.97599458713028
ROPN1L	1.00618150335582	6.67930973579453	7.72287510567245	1.03369181736815e-08	3.71158922773451e-07	9.95829776065662
TXN	1.61091965333201	6.91200584233289	7.70964540084083	1.07103574802823e-08	3.82094585992706e-07	9.9232201669033
PAXIP1-AS1	-1.05775226908315	4.46285675718458	-7.70682273246087	1.07917931821018e-08	3.84381847047897e-07	9.91573333154152
TBC1D4	-1.86448661799288	6.35641719266192	-7.68805111787703	1.13496196060426e-08	4.00394370521599e-07	9.86591913743007
CTNNAL1	1.89548889629476	5.42829135672016	7.67553027585511	1.17379094906335e-08	4.12034586526795e-07	9.83266904053295
CD81	-1.58451061473942	9.03757580332496	-7.67502534917355	1.17538482772177e-08	4.12034586526795e-07	9.83132777258897
FYN	-1.32697752592063	7.59999949496296	-7.66626839239843	1.2033801361705e-08	4.21183047659674e-07	9.80806126569355
LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA	-1.14708372295834	10.0304548081667	-7.6573740013322	1.23250897470823e-08	4.29346532947813e-07	9.78442020773213
IDI1	1.07425394960684	7.66936895467481	7.65292856853215	1.24733522640108e-08	4.33830229997491e-07	9.77260081869874
NBEAL1///RPL12	-1.15410508091666	12.4799384603333	-7.65212551236139	1.25003282111162e-08	4.34088079819512e-07	9.77046542426546
C9orf72	1.11216315030026	5.47992850710406	7.64528943811889	1.2732377315193e-08	4.41280360881529e-07	9.75228460658604
FCGR1B	2.25201180781019	8.99251559623765	7.6446489447304	1.27543418283148e-08	4.41280360881529e-07	9.75058090269965
GCLM	1.81380011673214	5.33781620309127	7.64427737020529	1.27671019236567e-08	4.41280360881529e-07	9.74959249698887
PLEKHO1	-1.13987841623016	8.47330303626455	-7.62860249197245	1.33173746450995e-08	4.57122491745325e-07	9.70788160411673
PCOLCE2	2.6308570738836	3.82474907778131	7.62829387087468	1.33284475961796e-08	4.57122491745325e-07	9.70706006909343
RAB27A	1.21432155367064	8.89576832460846	7.62741046082671	1.33601950316418e-08	4.57504209494029e-07	9.70470841001389
MAML2	-1.02325745921699	6.06041443389863	-7.62175588542157	1.35652340791563e-08	4.62954426881933e-07	9.68965359660239
NR3C2	-1.2885682527592	4.19173500690693	-7.60854721309536	1.40567413161226e-08	4.76940504288623e-07	9.65447188005795
LMNB1	1.33963995050687	7.03784641373352	7.59064920546905	1.47517628728058e-08	4.98236861716225e-07	9.60676702798264
GBAP1///GBA	1.04683500247454	6.91690382382253	7.58157370667524	1.51174290390214e-08	5.09811170784019e-07	9.5825630010428
EPHX2	-1.04361577193651	4.96233982708862	-7.57993195775445	1.51845550512078e-08	5.11297840039911e-07	9.57818347990762
LCN2	4.00977360611905	8.24574797801984	7.57308102247554	1.54679534585938e-08	5.18480192214797e-07	9.55990453740065
LOC149684///BPI	1.18778851865212	5.46510934076102	7.57080805500527	1.55631605171177e-08	5.20884663461301e-07	9.55383882663136
PADI4	1.22042413828902	6.27571097950573	7.56757010030129	1.56998169823918e-08	5.24667076565173e-07	9.54519687348247
SH3YL1	-1.20644489298942	6.20747246039109	-7.55935368024352	1.60520858166679e-08	5.33227221963864e-07	9.52326210272026
TRANK1	-1.16133965801083	7.6486741693961	-7.53570628667951	1.71114244586606e-08	5.6335683788973e-07	9.46008830815622
FCGR1CP///FCGR1B///FCGR1A	2.28001914685847	8.95504011484436	7.5351083281767	1.71391132653972e-08	5.63432479050612e-07	9.4584900211539
OLAH	2.87298137140899	5.16865253112417	7.53416198452412	1.71830272995495e-08	5.64040496711542e-07	9.45596044815722
ANKRD36B	-1.69368500119689	6.95889843993173	-7.53294997734702	1.72394361512537e-08	5.65056260260442e-07	9.45272060516312
RPS3	-1.11718721903704	12.4017585772654	-7.5287912586414	1.74344241368797e-08	5.68926281760825e-07	9.44160254224776
TRPS1	1.07979998434127	5.91853545341534	7.52480743720756	1.76233129588958e-08	5.72564150157975e-07	9.43095016810522
LAX1	-1.00269805107871	6.36972267186332	-7.52404701005314	1.76596034566087e-08	5.72904386991442e-07	9.42891664564609
ZNHIT6	-1.02366959464664	4.34402992845358	-7.50729366391579	1.84786884236465e-08	5.92857144889057e-07	9.38409807234455
GCA	1.34934871800463	11.1933190401265	7.50370272890703	1.86592165651279e-08	5.97471883954095e-07	9.37448736343818
HLA-DPA1	-1.90009516739616	9.32815001618739	-7.50161892732935	1.87647965633634e-08	5.99986795015898e-07	9.36890963293191
ZFP36L2	-1.18448024095437	7.84542635391402	-7.50025578069305	1.88341912649999e-08	6.01339142691149e-07	9.36526061424495
MMP9	2.55637568658153	10.348579670779	7.48616776065531	1.95668325122753e-08	6.22045864537808e-07	9.32753570146821
ZNF329	-1.19304165577856	4.76860808221865	-7.47927546932733	1.99357437342776e-08	6.31963076376601e-07	9.30907117924829
RNF11	1.8903578217619	8.52068349326984	7.47281262833421	2.02880858472242e-08	6.42214871540522e-07	9.29175219257588
FTO	-1.13727231270832	7.29208461776586	-7.46576933263601	2.0679281557774e-08	6.50884053570221e-07	9.27287225043116
MS4A1	-1.8546607514594	7.42573065790151	-7.45082996581254	2.15345914755506e-08	6.70923016992454e-07	9.23280763002019
WIPI1	1.53058397054143	6.82394398529381	7.44596709295864	2.18206836082521e-08	6.77974726238e-07	9.21976079588157
TCEAL4	-1.11725429676184	5.40999203567853	-7.4455481145239	2.18455128102826e-08	6.77974726238e-07	9.21863657222685
SCRN1	-1.25351695354894	6.02518798437125	-7.44382215773025	2.19480981516634e-08	6.79968630414139e-07	9.21400518831689
EXOSC4	1.45786295056085	6.98277011395944	7.4409091191291	2.21223507900195e-08	6.83697721490992e-07	9.20618765151614
TIPARP	1.32133181952294	7.39432971568312	7.43813885869602	2.22893660075155e-08	6.87901295836953e-07	9.19875238174002
CD3G	-2.2960619732381	8.56807204277381	-7.43749260304328	2.23285117322143e-08	6.88152326858105e-07	9.19701773122373
LRRC70///IPO11	2.27460047587407	4.95963822834586	7.42395631663543	2.31646880625894e-08	7.09978491863064e-07	9.16067331142053
IFNGR1	1.0394778314338	9.13713259943302	7.4231972262714	2.32125102064882e-08	7.10462898595825e-07	9.15863456555708
GNG10	1.25874311938889	10.697459354463	7.41492046754952	2.37404919106736e-08	7.22635823728184e-07	9.1364008115573
NME8	1.48559854319511	5.63854965608421	7.41012772795251	2.40517838240195e-08	7.30108184753751e-07	9.1235225851281
PNPLA1	1.46646778943508	4.21715498367148	7.38759002240358	2.55721397827947e-08	7.66818624027317e-07	9.06292833253526
DYSF	1.24683613097222	9.77572200974074	7.38678039660621	2.56285362123492e-08	7.6747262962487e-07	9.06075052950911
ZNF281	1.01689119346994	7.64562491167877	7.37391561205171	2.65418015527207e-08	7.89494070314842e-07	9.02613580971203
AP3B2	1.07729041426587	4.96150937639418	7.3668157471946	2.70598974722508e-08	8.00612166545661e-07	9.00702455937457
RPS5	-1.44569262284259	12.2245655433302	-7.36205004441628	2.74134112640581e-08	8.09991472635751e-07	8.9941931869195
ARL4A	1.15271047609951	7.14776566433445	7.33419126828443	2.95758336424099e-08	8.66019903608762e-07	8.91913438846971
