logFC	AveExpr	t	P.Value	adj.P.Val	B
IFI27	1.81684217282341	6.15759288356217	5.80206375591664	2.15718597416446e-06	2.85608333930247e-05	4.68275085410409
RTN1	-1.08703713051918	5.83639223249162	-5.79453916342908	2.20404283651264e-06	2.90944143618176e-05	4.66157704735221
TMEM170B	1.61299341994841	6.49587745646296	5.77162931653598	2.35310230335299e-06	3.08236954612768e-05	4.59709982098708
SLIRP	1.08196906826058	6.84736120558289	5.75726195282232	2.45171056055694e-06	3.18473678804998e-05	4.55665701970308
POP5	-1.01945314527534	6.88337755222843	-5.75710957311225	2.45277835546526e-06	3.18473678804998e-05	4.55622805527631
ZNF559	-1.08828299423876	6.03176385832187	-5.75209449234855	2.48818340622938e-06	3.22316344332924e-05	4.54210975143877
DDHD2	-1.41778282778108	5.53883030704453	-5.75116328902599	2.49481376146593e-06	3.22986682420823e-05	4.5394881838172
ARG2	1.05362393090478	4.71281366213755	5.74711515015755	2.52384433428438e-06	3.25818329444939e-05	4.52809141198875
BEX1	1.12368956249603	4.13109192592989	5.74399037846339	2.54648511002427e-06	3.28144625966543e-05	4.51929391992246
LILRA5	1.22528869158333	6.25481779869841	5.73868777086161	2.585373644664e-06	3.31807062898173e-05	4.50436437849718
C2orf76	1.27186189581945	5.52236232637434	5.7353208803002	2.61037514371985e-06	3.33961366201698e-05	4.49488450344648
KL	1.60206574120833	3.14064950591667	5.72274674077425	2.70591411807117e-06	3.44290334174308e-05	4.45947810613993
MME	-1.737365550272	7.88097662198076	-5.70727789756616	2.82828136103844e-06	3.57400702741702e-05	4.41591569745637
GYPB	1.44924735639352	6.45590843388448	5.70517169789426	2.84536716592269e-06	3.58742598930821e-05	4.40998392988256
GLOD4	-1.0586413167619	6.51193336080159	-5.70450024066119	2.85083589568265e-06	3.59227987082328e-05	4.40809285966152
DEFA4	2.93937867429894	7.32632432857848	5.70110444754795	2.87865533037138e-06	3.61297295141069e-05	4.39852890804752
C5orf30	1.64289762139755	5.59047429034211	5.69648958935008	2.91689941993487e-06	3.65270869798842e-05	4.38553116818557
PRKX	-1.19309057364881	5.87010097313095	-5.67843149715242	3.07152036530033e-06	3.82904701719182e-05	4.33466631818197
TNFAIP2	-1.1294622401746	8.33098371658466	-5.66569335636082	3.18551691377672e-06	3.94897320205058e-05	4.29878247251663
MAN1A1	1.34331012445238	6.11659975838228	5.62939763029305	3.53418156923219e-06	4.32323533744556e-05	4.19652009456305
SP140	-1.1034573449623	6.43821283870106	-5.6277021169128	3.55137500169556e-06	4.33507789884722e-05	4.19174249770892
LOC107985971	-1.43441586084259	6.84155337644929	-5.62091082075457	3.62108838556598e-06	4.39321767499776e-05	4.17260563362405
PSMB9	-1.20490877666071	10.3918177020992	-5.61870456219107	3.64403021987894e-06	4.41528784763525e-05	4.16638857870252
ITGA2B	1.27415744059127	5.53136992182011	5.6109912579324	3.72539006990441e-06	4.4976281638291e-05	4.14465257936524
PRTN3	1.67237792862236	4.28888673622002	5.60900980758177	3.74658315133988e-06	4.51584357024617e-05	4.13906874298411
TGFBR3	-1.65433155473305	6.82114980466041	-5.59279320336497	3.92464270267876e-06	4.69223176575655e-05	4.09336753095258
TMTC1	1.15629331793188	4.71732432510494	5.59219045245329	3.93142223094207e-06	4.69780610148651e-05	4.09166881071282
POC1B	1.24402275924221	6.56771584268529	5.58942829653845	3.96264063020419e-06	4.72239503674709e-05	4.08388422941778
LOC645984	1.17290853093386	3.3362201364052	5.57210721250148	4.16415847893002e-06	4.91765176410096e-05	4.0350662766191
TCL1A	-1.66705407804636	7.39179569599122	-5.56731070529576	4.22175867860788e-06	4.96454426361885e-05	4.02154718579999
SYCP3	1.07174707899603	3.5034836387791	5.546283359903	4.4838548000487e-06	5.24771824963506e-05	3.96227853082262
RP2	1.06786617365278	5.7333897732672	5.53031325830967	4.69376952335377e-06	5.44173175147441e-05	3.91726213435212
NR1D2	-1.41564916320834	6.10852737599603	-5.52994906275562	4.69866984456528e-06	5.44456834730567e-05	3.9162355228684
CD164	1.06259312222884	9.04487436576411	5.51156344852993	4.95283643211395e-06	5.71223702851396e-05	3.86440832627278
MGC40069///TRAC///TRAJ17///TRAV20///TRDV2///YME1L1	-1.31403771950066	4.74788891836817	-5.51011064369291	4.97349862816946e-06	5.72713723710847e-05	3.86031294405282
MS4A3	2.12869165368353	4.99505606566601	5.5064147547985	5.02645308899432e-06	5.77911886242403e-05	3.84989438294378
FCRLA	-1.20996470144908	4.88830253987875	-5.50234528408018	5.08541444421254e-06	5.83783479136452e-05	3.83842264779481
SDHAF3	1.43492976762903	4.96564054336636	5.49302365508555	5.2230997421945e-06	5.98042225383364e-05	3.81214500029145
PWAR6	-1.02291278439502	4.69650487423737	-5.48646933361898	5.3221425578856e-06	6.08440717977751e-05	3.7936682428945
MXI1	1.08211494278968	10.3117109468069	5.47590349187651	5.48578341837251e-06	6.24254020788133e-05	3.76388276248197
LNPK	1.09200875486105	5.02565407540865	5.46556716795407	5.65074949274716e-06	6.40399035975789e-05	3.73474419290944
LOC101930363///LOC101928349///LOC100507387///FAM153C///FAM153A///FAM153B	-1.03979553322156	5.48150575213448	-5.46065432569639	5.73089205500066e-06	6.47167911961652e-05	3.72089466000659
XCL2///XCL1	-1.66101005121273	6.53731159253865	-5.45388819106012	5.84313545452861e-06	6.57207849533921e-05	3.70182063092601
HIST1H2BD	1.28881316300998	7.80232081760446	5.45316036373224	5.85533987619901e-06	6.57207849533921e-05	3.6997688565248
HEMGN	1.30295449127711	5.15046472870811	5.44910544922417	5.92380301409495e-06	6.63195358074703e-05	3.68833790306072
PDCD10	1.3063845343254	8.71688317294974	5.44893976785103	5.92661737297042e-06	6.63195358074703e-05	3.68787084168883
TARP///TRGV9///TRGC2	-1.91269566303433	8.18092170360225	-5.44361483090366	6.01778694879003e-06	6.7170368407269e-05	3.67285969164836
PAG1	1.14126295125397	8.50288992381481	5.44236274127377	6.03942758711051e-06	6.73545544267975e-05	3.66933002345879
MOSPD1	1.01576785884722	6.04469269933466	5.43465847973779	6.17431199503477e-06	6.86412741331771e-05	3.64761162750433
ORM1	1.65003386139947	7.36128430500353	5.42298246709266	6.38450916978506e-06	7.05187946627827e-05	3.61469718406674
PAM	1.09180361090903	6.74678702405535	5.41707042841772	6.49365975135859e-06	7.14045143125109e-05	3.59803147646585
NEDD4	1.50081953472894	4.77763453418071	5.41065924383549	6.61413977371424e-06	7.24063944640943e-05	3.57995889542673
TRG-AS1	-1.60326116425	7.98709821631746	-5.39516911425979	6.91455542856955e-06	7.48823743093989e-05	3.53629452357425
PTER	-1.03144944348804	6.05560855655094	-5.37418017696031	7.3435384056653e-06	7.8797445465045e-05	3.47713259348091
GZMK	-2.0312302416627	8.35284668865212	-5.37165602804585	7.39689201879781e-06	7.92549656673701e-05	3.47001797880994
PDE4B	-1.04243187165476	5.58467220077778	-5.35148560344393	7.83742242343169e-06	8.32116763521288e-05	3.41316752938189
DEFA1B///DEFA3///DEFA1	2.4218216139074	11.6637243964506	5.34966452072963	7.87846582181535e-06	8.36074397829185e-05	3.40803501590925
CLEC4E	1.31053534396008	7.73637786828058	5.34349218055917	8.01918481340561e-06	8.48572775438581e-05	3.39063927309754
ATP8B4	1.67581823260642	4.39234124457588	5.34302941133057	8.02983601720836e-06	8.49294858064125e-05	3.38933505149814
ADGRE3	-1.67670796054194	6.48065259818988	-5.34020574988814	8.09513359221874e-06	8.54571904906441e-05	3.38137718994189
TRMT6	1.06058147881878	6.45700830555071	5.3197150411915	8.58518107283701e-06	8.96727050136087e-05	3.32363186453469
UHRF1	1.04986881029096	4.26151472972595	5.31966473466737	8.5864200072858e-06	8.96727050136087e-05	3.32349010188851
BAG3	-1.03229396577778	5.91346597974074	-5.31546607984576	8.69045644566324e-06	9.06634830885131e-05	3.31165852137134
MRPL13	1.14411228115939	5.4506167247231	5.30402644306739	8.98035920952988e-06	9.32931511514364e-05	3.27942363869201
TXNIP	-1.11128502402778	12.2516342551852	-5.2948621578192	9.21956625677756e-06	9.5243098341664e-05	3.25360184653332
MPO	1.41290481930622	6.12756303234215	5.29049642965817	9.3357525435081e-06	9.61300923157517e-05	3.24130124291829
KLHL8	1.00591531221032	6.58098959052646	5.27407671330474	9.78600315390865e-06	0.000100023680324842	3.19504120957584
SMAD1	1.20389015582792	4.10679586653139	5.27192630138657	9.84655711307546e-06	0.000100411352177916	3.1889831370825
RNF125	-1.05093103517496	6.25270504565368	-5.26077092357384	1.01667513357811e-05	0.000103391481274511	3.15755806373361
UCP2	-1.13077042466666	10.5539021357222	-5.24610051102745	1.06037446464598e-05	0.000106953224411338	3.11623505180557
ASGR2	1.04745244830952	7.59422167173016	5.23342118280165	1.09965318636324e-05	0.000110340598431316	3.08052437749088
SLPI	1.25167016728571	8.02020851170635	5.2190278710933	1.14600750047883e-05	0.000113729456331061	3.03999107517692
RPL17-C18orf32///C18orf32///RPL17	1.12616114896859	7.54911004769952	5.2159853131275	1.15605358811633e-05	0.000114368386626399	3.03142353663752
SPTSSA	1.4118913382877	5.96948129626852	5.21173110311103	1.17024814943395e-05	0.000115511771201622	3.01944451281343
ACSL4	1.08076090501389	5.2302828341455	5.18515260551289	1.26295937567296e-05	0.000122701701165424	2.94461588217491
ZBTB8OS	1.36902747754034	5.57996096987257	5.18016054254788	1.28117455115969e-05	0.0001242126119386	2.93056358074942
KLRF1	-2.17534429825144	7.48356166836604	-5.16503277723719	1.33799182277837e-05	0.000129255718534837	2.88798463986117
LOC101927178///FAM177A1	1.25981081296627	5.81659921355159	5.15373893006209	1.38204467262307e-05	0.000132587856833143	2.85620145632941
BNIP2	1.32781073744643	7.15280544707937	5.14482959634744	1.41781640514084e-05	0.000135434119802304	2.8311317514116
GJB6	1.51956342468779	3.65413818405536	5.1440416370322	1.42102429590984e-05	0.000135682139097416	2.82891466576893
EIF4E3	1.07284863638221	6.65220385791979	5.13107544456802	1.47486473992527e-05	0.00014027967672071	2.79243471039726
TSPAN2	1.50117740014286	6.02046182796561	5.12367209701339	1.50651494898648e-05	0.000142739396746413	2.77160831439595
TMEM267	-1.08116729194973	4.86694356827998	-5.09723902029363	1.62515501216138e-05	0.000152611890477618	2.69726598580016
CHSY1	1.01585448827299	8.33441010415134	5.0772399470072	1.7210756869411e-05	0.00016053244847929	2.64103743775657
DSC2	1.14049945736574	5.74151834585141	5.07430801156135	1.73560513051914e-05	0.000161819654816049	2.63279552371485
MSANTD2	-1.12607969579701	6.12791385712261	-5.05311518246886	1.84433198612288e-05	0.000170240128003606	2.57323175205977
SELP	1.18440160661773	6.72249885427866	5.05213727777037	1.84950984232684e-05	0.000170505290408112	2.57048376840721
DAAM2	1.5911875344402	5.70588393602002	5.05196450730958	1.85042614188735e-05	0.000170518920633224	2.5699982752673
MPEG1	-1.38753799977579	9.7450061448664	-5.05018436398868	1.85989366404971e-05	0.000171178102054181	2.56499606712862
KBTBD7	1.8346233240754	5.84397325777249	5.0440073974993	1.89312161069653e-05	0.000173588299757669	2.54763989065374
DGKA	-1.00020283183201	7.29236123041975	-5.03942996316446	1.91812657596426e-05	0.000175373830740201	2.53477924717077
C2orf88	1.02259042980555	6.22806115383995	5.03627872587952	1.93553192080036e-05	0.000176746721492016	2.52592617781955
KAT2B	1.02125863229762	8.51327424557937	5.02803355958512	1.98182171415877e-05	0.000179937086076854	2.50276446946746
FGFBP2	-2.24965845994842	8.05983404550529	-5.01472768378037	2.05886301966864e-05	0.000185791664930651	2.46539350550047
CFD	-1.9629190356461	8.97991940116486	-5.01354286514942	2.06586627658203e-05	0.000186196477162288	2.46206623855571
MMRN1	1.72510800100529	3.51717782210891	5.00154089983079	2.13816070182825e-05	0.000191932791155213	2.42836569423657
CTSO	-1.03144614928571	7.09202213303175	-4.99608104608553	2.17187788121982e-05	0.000194330524936563	2.41303729924053
CCL4	-1.25198361300794	8.18759745233862	-4.99450495006108	2.18170924852003e-05	0.000194958470423429	2.40861273846067
CHMP5	1.29023571647487	7.8282559078448	4.98834766980613	2.22054419227091e-05	0.000197966555349504	2.39132870458077
FAM169A	-1.00483866964286	5.09087327010317	-4.96876338339208	2.34870572606767e-05	0.000206980858067679	2.33636734554692
LOC100288675	1.2882300496649	4.69798515200514	4.96486559565027	2.37507962705812e-05	0.000209023908079611	2.32543109382944
ISG15	-1.07541243161508	8.70391600810847	-4.95769821899867	2.4243494911671e-05	0.000212717735108731	2.30532338469712
HMMR	1.58130555665725	4.19456971358218	4.95741101300777	2.42634488201522e-05	0.00021280866771509	2.30451770339979
C15orf65	1.0722389037209	3.40313890923236	4.94059430110641	2.54607888750756e-05	0.000221645706213388	2.25735108325972
CX3CR1	-1.60980305193651	9.06444054488228	-4.93070644936855	2.61920927908222e-05	0.000227120960933311	2.22962590232879
ABCE1	-1.00165355928704	5.85693512023898	-4.92872380442813	2.63412281526611e-05	0.000228235787859254	2.22406734140992
HAT1	1.28148379219378	7.17707632183907	4.92831445225033	2.63721249800916e-05	0.000228325186620458	2.22291970757413
PRC1	1.43411687857474	4.15857358762478	4.92747347697297	2.64357128895205e-05	0.000228697258876593	2.22056203436909
CHIT1	1.25606507567659	5.07947781968519	4.92422133753582	2.66830544653233e-05	0.00023074706881743	2.21144506927075
LOC101060835///LOC100996809///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1	-1.39745502237512	6.32852442507283	-4.91589821216998	2.73266185408364e-05	0.000235761145187076	2.1881151806386
NUSAP1	1.20574859102778	5.56376957717196	4.91368146158651	2.75006146295098e-05	0.000236710100321498	2.18190230617729
PTX3	1.52753868369048	3.88840822254365	4.91031887535919	2.77666574844812e-05	0.000238722250902998	2.17247859010449
LINC00266-1	1.2887075552619	4.8607796574418	4.90329814805663	2.83304174630868e-05	0.000242910341385585	2.15280515447651
TBX21	-1.10932272871561	7.62111619361199	-4.87283072297757	3.09119523870542e-05	0.000260614066667452	2.0674665048069
VSIG4	1.21608393772685	5.62218014095988	4.86341088322168	3.17565268351139e-05	0.00026672116974685	2.04109426635886
C1QA	1.44327195905754	5.67425628792196	4.84879314807948	3.31128272051602e-05	0.000276503140149925	2.000181900472
IFIT1	-2.35693610440013	7.68304153545723	-4.84611790594421	3.33672163825575e-05	0.000278042237742894	1.99269601445274
VPS54	1.10488823367394	6.33665534717108	4.83586451413602	3.43603495503919e-05	0.000284498565866865	1.96400962709228
OLIG1	-1.0565830813545	7.48470934161332	-4.8260291551048	3.53406095300063e-05	0.000291055501523264	1.93649995965327
DLGAP5	1.4714619481627	3.66579014510979	4.82432068021159	3.55137015581798e-05	0.000291978153974068	1.93172205149637
ZNF600	-1.48478309924155	6.30914617729015	-4.75904488704465	4.2798036860902e-05	0.000341491707279186	1.74934064250145
PIK3AP1	1.01835615280271	7.41197032174264	4.75152173617885	4.37276989777488e-05	0.00034728619911104	1.72834288328886
THEMIS	-1.52114239000601	4.97166038367067	-4.74578486909919	4.44500835722895e-05	0.000352266912310394	1.71233399141896
LOC100129550	1.02708589358997	7.3068126672178	4.7206215767562	4.77612672522101e-05	0.000374495590221393	1.64214846747021
LOC101930415	-1.23007268752182	6.45365863895106	-4.71108254517732	4.90795490672556e-05	0.000382036662140394	1.61555669171823
ADAMTS3	1.90512655297222	3.2686849207963	4.7086808816275	4.94171104779145e-05	0.000384086053066522	1.6088629028894
EMC2	1.54000664625728	5.29235415823589	4.69340150846307	5.16193155299773e-05	0.000398411343168764	1.56628930453379
COMMD8	1.17636424272222	7.58406255409524	4.6690341937129	5.53346081628608e-05	0.000422967604248667	1.4984383686763
SMIM1	1.30750881235846	6.84875872689823	4.66874633511319	5.53800475979357e-05	0.000423169165357505	1.49763716054387
FGL2	-1.03624730859722	10.5959016978426	-4.65643506543042	5.73584703046072e-05	0.000436183843748881	1.46337819945211
CDKN3	1.22865746195701	3.90992200214242	4.65039059916424	5.83553257772011e-05	0.000442702454357638	1.44656347073767
GPR171	-1.04007790630754	7.90592951225265	-4.62493515743336	6.27454887775209e-05	0.000470638900878267	1.37579041937141
HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A///HIST1H2AD	1.16055623874405	6.45693972511508	4.62486000398352	6.27589232852091e-05	0.000470638900878267	1.37558156923569
KLRC2///KLRC1	-1.69674021766845	5.24653371234927	-4.62231885374397	6.32148646299678e-05	0.000473737874413707	1.36852009703961
CKS2	1.45680669797123	5.80593672835648	4.61075496240421	6.5331526774812e-05	0.000487132587074287	1.33639419796793
PDZD8	1.13304757014947	5.4517957882575	4.59696178645007	6.79482962749908e-05	0.000502926182235505	1.29809334048075
TRAT1	-1.80183797127976	6.3485972484246	-4.59605163104686	6.81245751707505e-05	0.000503559068300784	1.29556673075811
AZU1	1.49166492225703	5.8057198073842	4.59572599839413	6.81877537427537e-05	0.00050369049785343	1.2946627893862
TPST1	1.07975739605952	5.63260945099735	4.57205787173423	7.29387287898535e-05	0.000532229658614551	1.22899174229835
FAM174A	-1.01478993253075	7.40321632886971	-4.56914824779213	7.35449753947156e-05	0.000535772489825587	1.22092273766723
PHOSPHO2	-1.11922658357323	3.82410803770358	-4.54521899512479	7.87239488910314e-05	0.000566618367139795	1.15459768651687
RNF182	2.18558457346428	4.29583864471032	4.54214894888311	7.94140149995682e-05	0.000570844506912996	1.14609308445519
PRUNE2	1.01048414604112	3.84979271220635	4.51744922182075	8.51882487834937e-05	0.000606432077827534	1.07770992576568
KIF11	1.34512787825926	3.48285694791182	4.51162764419357	8.66086232266088e-05	0.000614793777798608	1.06160286294111
TOP2A	1.04320061766667	3.64341969643651	4.51013254421285	8.69771718061849e-05	0.000617015167001037	1.05746689200147
LOC100509457///HLA-DQA2///HLA-DQA1	-2.03419635649206	8.92614500333598	-4.50871848106206	8.73271726587615e-05	0.000618368080099513	1.05355534332679
SHCBP1	1.20413597682937	3.29891060880423	4.49105411580837	9.18186050869633e-05	0.000645581383675449	1.00471291595423
KLRC3	-1.25811140964815	5.00790644266623	-4.42291773200009	0.000111387555828446	0.000760519958102528	0.816680032374012
FAM72A///FAM72D///FAM72B///FAM72C	1.19844480083733	4.30120494341003	4.41311355159329	0.000114523547832546	0.000777624702082065	0.789673645730219
ITGA4	-1.21406836604335	6.29217670822563	-4.40142971562072	0.000118374863738646	0.000800103023563982	0.757506550754841
GK3P	1.00771066974404	6.1467604461746	4.39976491640547	0.000118933942370328	0.000803147955324886	0.752924659831447
SLC39A10	-1.09320780907143	5.97383908110714	-4.39227820344882	0.000121480568516541	0.00081834539712811	0.732324298371991
GPR146	1.08772206844048	7.03448121361111	4.38257488542311	0.000124861461562972	0.000837821539789035	0.705636294520247
FAM46C	1.20921475191667	8.01294714511111	4.37621233457677	0.000127128612056198	0.000850718908783785	0.688143876594043
IFIT3	-1.71418821156746	8.98320951556085	-4.36428333134762	0.000131489326174975	0.00087462474455117	0.655363145397717
ALPL	1.36643500766402	7.01660992508113	4.33291923483396	0.000143671619091005	0.000941545548620613	0.569272795276396
CD24	1.8179090174795	6.94008699078351	4.32413024902943	0.000147280781720488	0.000959530401167827	0.545174087235646
SLAIN1	-1.02043290324802	4.52249782901455	-4.32248898283488	0.000147964603978587	0.00096257243104217	0.540675141121113
RAB33B	1.30551872994814	5.92903671625427	4.30962052925274	0.000153435812341479	0.000992635765556099	0.505414910756442
CRIP1	-1.26993631280556	9.3258753335291	-4.28630242324645	0.000163862793502588	0.0010472682568613	0.44158646733775
ANLN	1.0020252345018	3.14036892444901	4.28250935970817	0.000165623726813036	0.00105608922355783	0.431211709825956
FAM217B	1.0388541082191	7.00636489572695	4.28201182595932	0.000165856086781194	0.0010572670398376	0.429851026372819
ANKRD55	1.2673445013631	6.65817791425	4.2489662529852	0.000182030220195952	0.00114686274450544	0.339563983707868
GZMA	-1.88187144574603	8.89150943797354	-4.24676588684969	0.000183160742155392	0.00115234955158155	0.333558374609533
UBE2Q2	-1.13012080223413	6.7308283151918	-4.24223937836788	0.000185508199336464	0.00116480671852749	0.321206346228792
SLC14A1	1.12055492909855	5.55980443283642	4.18921545554211	0.000215312694443176	0.00132202232697678	0.176767346540267
GMNN	1.01238153745437	5.69009764693519	4.17421570497814	0.000224567259202119	0.0013727679012934	0.135994515646013
LILRA3	1.14148594456349	8.10948623685053	4.16269295193708	0.000231941265476402	0.00141433819206413	0.104699753334277
SUCNR1	1.2164319528287	5.03767187119356	4.13203449686606	0.000252740327714671	0.00151822086410085	0.0215496452618025
CLEC12A	1.02195335261111	5.68071903575132	4.13034663820475	0.000253937159798058	0.00152376029635449	0.0169768793771308
HEPACAM2	1.14745915347288	3.18102983011993	4.11331976341049	0.000266326368661359	0.00158057826172654	-0.0291231719449714
SF3A2	-1.03033984634193	7.37659000607319	-4.10935561954771	0.000269294922803576	0.00159563533698568	-0.0398483202970077
HCAR3	-1.98565261165277	9.78305132371296	-4.08902736263392	0.000285035830947124	0.00167681471068841	-0.0948007806169651
C19orf33	1.1330845117877	6.04619178275529	4.07153795043187	0.000299298775631307	0.00174453370928781	-0.142016070207733
CTSG	1.16434353860152	5.79327789014131	4.0694533028537	0.000301044878911128	0.00175240972272768	-0.147639949086434
TGFB1I1	1.31762461691553	4.58939196940023	4.06661426933495	0.000303438942571113	0.00176356996743138	-0.155297620929495
HLA-DQA1	-2.33610806818152	6.59181838994905	-4.06354089705475	0.000306051675800532	0.00177457190645775	-0.163585598894253
MX1	-1.40159519306151	8.28334073612037	-4.06247235856366	0.000306965222197325	0.00177893922187481	-0.166466699429146
IFIT2	-1.3281589117583	7.72520983691823	-4.06043669939889	0.000308713017406301	0.00178720111042155	-0.17195482902699
HSPE1-MOB4///MOB4	1.11237390037795	6.9397556520135	4.06011670089816	0.000308988651273862	0.00178833024824387	-0.172817469932456
CEP55	1.35883654184921	3.2432161842672	4.0565058119729	0.000312115708669923	0.00180172933802955	-0.182550185966432
GSKIP	1.22038747330159	7.55536223337037	4.05496602352244	0.000313458600176678	0.0018080702723994	-0.186699720182118
HIST1H2BJ///HIST1H2BG	1.01654199328505	5.46211753850838	4.04945755154318	0.000318309256008642	0.00183128918611143	-0.201540520840087
NCAPG	1.00611880599868	3.27202777565829	4.04416415300377	0.000323039857461321	0.0018527408728526	-0.215796211050617
HIST1H4H	1.0227462586336	5.24257434093474	4.03661054039642	0.000329909968312952	0.00188289665557212	-0.236129231373455
S100P	1.29817677471296	11.9549972016358	4.02849867726575	0.000337447369786497	0.00191851322971108	-0.257952221195673
A2M-AS1	-1.67247499435865	6.45212663703792	-4.02598422320222	0.000339817848094707	0.00192951843634124	-0.264714051885507
TCTEX1D1	1.11803564875728	3.39090198338404	4.02256891007732	0.000343063765083237	0.00194446614232364	-0.273896407247544
PPIP5K2	1.08980427995799	7.13351331882166	3.99365582241177	0.000371788230681457	0.00208438121243596	-0.351535957082764
TTK	1.1569242634623	3.42298117385053	3.96995432592141	0.000397081210106759	0.00220999048213418	-0.415051063143181
HERC5	-1.18423297032275	7.00234308149295	-3.95623373013421	0.000412485093711211	0.0022836936700229	-0.451764854827331
CLEC1B	1.65876512464683	5.78779522988624	3.95455736633637	0.000414406755421251	0.00229261677955561	-0.456247720868225
AHSP	1.6779875436244	9.32363083941707	3.92715623785591	0.000447087852555777	0.00244747648737334	-0.529435972190581
TMEM158	1.222259365034	6.50928984373313	3.92303276727715	0.000452219267074708	0.00247039525760408	-0.540435442041917
CPVL	-1.09949390410516	8.62827662357407	-3.88103440509037	0.000507875028603263	0.00272099624782848	-0.652249557462962
CMTM5	1.070036925334	7.18295726304189	3.84336182827063	0.000563453579406334	0.00296702300119282	-0.75220142201727
HSP90AB1	-1.09355878539286	7.38329513444444	-3.8378963450167	0.000571994863835213	0.00300344676490852	-0.766674488452005
FLJ12120	-1.25233844807077	5.93639730361464	-3.83683605840294	0.000573666417719158	0.00300945619489177	-0.769481391721613
GLRX5	1.0073646005	10.2278989010556	3.82588296860445	0.000591215419235676	0.00308538808862645	-0.798461783859259
HIST1H2AE	1.01336015180357	5.2980602155754	3.81805403018021	0.000604078741585648	0.00314069992403597	-0.819158351636064
ELOVL7	1.35398794102117	5.46103822037743	3.78215150217178	0.000666648991684166	0.00340458944199577	-0.913877861442892
SNCA	1.24021172334115	8.46414855369176	3.75643847817245	0.000715297443358671	0.00360655538925901	-0.981517173287446
FPGT	1.17344898514586	5.54519581127577	3.72571675666492	0.00077796554808904	0.00386977258733374	-1.06211011729746
INSIG2	1.16822600888318	5.61375316847759	3.72342807807539	0.000782842244203004	0.00389141339580301	-1.06810423027099
CA2	1.06906768740278	6.58081866275926	3.71617503669492	0.000798494210538728	0.00395327678086889	-1.08709104986227
GZMH	-1.85695748845436	8.83894517542593	-3.71205979139222	0.00080750975350872	0.00399078873727361	-1.09785765766399
ZNF267	1.06113050550972	6.89731229209914	3.58076850706861	0.00115316140622768	0.00543586546498522	-1.43891669858605
BTN3A2	-1.36813765376443	7.45604514281662	-3.57753396825895	0.00116327270055316	0.00547001933148433	-1.44725740317154
CD52	-1.05051665986111	10.682303845463	-3.56520304350287	0.00120261312959545	0.00561455614258849	-1.47902614031109
CAMP	1.09865714287699	7.69153990535185	3.52272981383341	0.00134822119796993	0.0061774625076504	-1.58810431616385
TRIM58	1.15591537176118	7.96087796782191	3.50957912495855	0.00139666315573702	0.00636123879839994	-1.62176636880404
FCGR3B///FCGR3A	-1.7974621405119	10.6460671967738	-3.50284753318865	0.0014221063659137	0.00645724171467671	-1.63897671525913
ARMT1	1.01267905141468	6.61759796125529	3.46591428044157	0.00156986841346561	0.0070303491614131	-1.73315025908733
PRKAR2B	1.29653672036508	7.67376306716138	3.44622561543155	0.00165458535719255	0.00734011376971265	-1.78317619019471
KBTBD6	1.149374008916	5.04956767416711	3.43435978138807	0.00170775356858594	0.00753837319047118	-1.81326513001738
APOBEC3B	1.71347097997769	4.18735402072471	3.40458125231197	0.00184853661561687	0.00805874803546924	-1.8885736257614
HBD	1.24471710214815	12.0108846230123	3.38028358060377	0.00197162591560025	0.00850678185245373	-1.94980312801448
AGL	1.20631604391469	6.72981948983466	3.29435536861258	0.00247331060010086	0.0102969535114893	-2.16471626421083
DHRS9	1.66319845481746	8.16004917012169	3.28710401966388	0.00252084630828386	0.0104649911025947	-2.18273353082436
PPBP	1.08240194285185	11.0844645727284	3.08536977027827	0.00425442811398018	0.0162353983462199	-2.67606470303736
MYOM2	-1.0150235918922	6.61123695313051	-2.72561804558562	0.0104590644195722	0.0340552662465602	-3.51317834832074
